,Input,Response
69,"Wenn ich dir ein Marshmallow schicken könnte, Trang, würde ich es tun.","{""explainHtml"":""<p  class='LT2'><b>Trang<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Trank<\/span>, <span class='LTsuggest'>Drang<\/span>, <span class='LTsuggest'>Frank<\/span>, <span class='LTsuggest'>Krank<\/span>, <span class='LTsuggest'>Rang<\/span>, <span class='LTsuggest'>Drängt<\/span>, <span class='LTsuggest'>Tran<\/span>, <span class='LTsuggest'>Tranche<\/span>, <span class='LTsuggest'>Strang<\/span>, <span class='LTsuggest'>Dran<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Marshmallow<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Trang<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Trank<\/span>, <span class='LTsuggest'>Drang<\/span>, <span class='LTsuggest'>Frank<\/span>, <span class='LTsuggest'>Krank<\/span>, <span class='LTsuggest'>Rang<\/span>, <span class='LTsuggest'>Drängt<\/span>, <span class='LTsuggest'>Tran<\/span>, <span class='LTsuggest'>Tranche<\/span>, <span class='LTsuggest'>Strang<\/span>, <span class='LTsuggest'>Dran<\/span><\/p>\n"",""correctedHtml"":""Wenn ich dir ein Marshmallow schicken könnte, <i class='LT2'>Trang<\/i>, würde ich es tun."",""model"":""UNK"",""editXml"":""Wenn ich dir ein Marshmallow schicken könnte, <UNK RID='LT2'>Trang<\/UNK>, würde ich es tun."",""corrected"":""Wenn ich dir ein Marshmallow schicken könnte, Trang, würde ich es tun."",""editOps"":[{""LTID"":""LT2"",""beg"":46,""kind"":""UNK"",""alt"":"""",""text"":""Trang""}]}"
70,"Um das zu tun, musst du Risiken eingehen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Um das zu tun, musst du Risiken eingehen."",""model"":""UNK"",""editXml"":""Um das zu tun, musst du Risiken eingehen."",""corrected"":""Um das zu tun, musst du Risiken eingehen."",""editOps"":[]}"
71,"Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat."",""model"":""UNK"",""editXml"":""Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat."",""corrected"":""Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat."",""editOps"":[]}"
72,Ich bin kein Künstler. Ich hatte niemals das Zeug dazu.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich bin kein Künstler. Ich hatte niemals das Zeug dazu."",""model"":""UNK"",""editXml"":""Ich bin kein Künstler. Ich hatte niemals das Zeug dazu."",""corrected"":""Ich bin kein Künstler. Ich hatte niemals das Zeug dazu."",""editOps"":[]}"
73,Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach."",""model"":""UNK"",""editXml"":""Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach."",""corrected"":""Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach."",""editOps"":[]}"
74,"Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden."",""model"":""UNK"",""editXml"":""Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden."",""corrected"":""Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden."",""editOps"":[]}"
75,"Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer."",""model"":""UNK"",""editXml"":""Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer."",""corrected"":""Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer."",""editOps"":[]}"
76,Wie lange bist du geblieben?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wie lange bist du geblieben?"",""model"":""UNK"",""editXml"":""Wie lange bist du geblieben?"",""corrected"":""Wie lange bist du geblieben?"",""editOps"":[]}"
77,Vielleicht wird es für ihn genauso sein.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Vielleicht wird es für ihn genauso sein."",""model"":""UNK"",""editXml"":""Vielleicht wird es für ihn genauso sein."",""corrected"":""Vielleicht wird es für ihn genauso sein."",""editOps"":[]}"
78,Unschuld ist eine schöne Sache.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Unschuld ist eine schöne Sache."",""model"":""UNK"",""editXml"":""Unschuld ist eine schöne Sache."",""corrected"":""Unschuld ist eine schöne Sache."",""editOps"":[]}"
79,"Die Menschen waren nie dazu gedacht, ewig zu leben.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Die Menschen waren nie dazu gedacht, ewig zu leben."",""model"":""UNK"",""editXml"":""Die Menschen waren nie dazu gedacht, ewig zu leben."",""corrected"":""Die Menschen waren nie dazu gedacht, ewig zu leben."",""editOps"":[]}"
80,"Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind."",""model"":""UNK"",""editXml"":""Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind."",""corrected"":""Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind."",""editOps"":[]}"
81,"Ich denke, ich habe dazu eine Theorie.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich denke, ich habe dazu eine Theorie."",""model"":""UNK"",""editXml"":""Ich denke, ich habe dazu eine Theorie."",""corrected"":""Ich denke, ich habe dazu eine Theorie."",""editOps"":[]}"
82,"Meinst du gerade, dass du absichtlich deine Schönheit versteckst?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Meinst du gerade, dass du absichtlich deine Schönheit versteckst?"",""model"":""UNK"",""editXml"":""Meinst du gerade, dass du absichtlich deine Schönheit versteckst?"",""corrected"":""Meinst du gerade, dass du absichtlich deine Schönheit versteckst?"",""editOps"":[]}"
83,Ich habe kein Konto in diesen Foren.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe kein Konto in diesen Foren."",""model"":""UNK"",""editXml"":""Ich habe kein Konto in diesen Foren."",""corrected"":""Ich habe kein Konto in diesen Foren."",""editOps"":[]}"
84,"Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht."",""model"":""UNK"",""editXml"":""Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht."",""corrected"":""Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht."",""editOps"":[]}"
85,"Ich wusste nicht, woher es kam.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich wusste nicht, woher es kam."",""model"":""UNK"",""editXml"":""Ich wusste nicht, woher es kam."",""corrected"":""Ich wusste nicht, woher es kam."",""editOps"":[]}"
86,"Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat."",""model"":""UNK"",""editXml"":""Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat."",""corrected"":""Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat."",""editOps"":[]}"
87,Dies ist nicht wichtig.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dies ist nicht wichtig."",""model"":""UNK"",""editXml"":""Dies ist nicht wichtig."",""corrected"":""Dies ist nicht wichtig."",""editOps"":[]}"
88,Ich möchte es nicht.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich möchte es nicht."",""model"":""UNK"",""editXml"":""Ich möchte es nicht."",""corrected"":""Ich möchte es nicht."",""editOps"":[]}"
89,"Sie fragt, wie das möglich ist.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie fragt, wie das möglich ist."",""model"":""UNK"",""editXml"":""Sie fragt, wie das möglich ist."",""corrected"":""Sie fragt, wie das möglich ist."",""editOps"":[]}"
90,Du läufst einfach vor den Problemen des Lebens davon.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du läufst einfach vor den Problemen des Lebens davon."",""model"":""UNK"",""editXml"":""Du läufst einfach vor den Problemen des Lebens davon."",""corrected"":""Du läufst einfach vor den Problemen des Lebens davon."",""editOps"":[]}"
91,"Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel."",""model"":""UNK"",""editXml"":""Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel."",""corrected"":""Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel."",""editOps"":[]}"
92,"Es gibt da ein Problem, das du nicht siehst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es gibt da ein Problem, das du nicht siehst."",""model"":""UNK"",""editXml"":""Es gibt da ein Problem, das du nicht siehst."",""corrected"":""Es gibt da ein Problem, das du nicht siehst."",""editOps"":[]}"
93,Du kannst das machen!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst das machen!"",""model"":""UNK"",""editXml"":""Du kannst das machen!"",""corrected"":""Du kannst das machen!"",""editOps"":[]}"
94,"Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Physiklehrer<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze."",""model"":""UNK"",""editXml"":""Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze."",""corrected"":""Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze."",""editOps"":[]}"
95,"Ich wünschte, ich könnte nach Japan gehen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Japan<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ich wünschte, ich könnte nach Japan gehen."",""model"":""UNK"",""editXml"":""Ich wünschte, ich könnte nach Japan gehen."",""corrected"":""Ich wünschte, ich könnte nach Japan gehen."",""editOps"":[]}"
96,"Ich hasse es, wenn da viele Leute sind.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich hasse es, wenn da viele Leute sind."",""model"":""UNK"",""editXml"":""Ich hasse es, wenn da viele Leute sind."",""corrected"":""Ich hasse es, wenn da viele Leute sind."",""editOps"":[]}"
97,Ich muss ins Bett gehen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich muss ins Bett gehen."",""model"":""UNK"",""editXml"":""Ich muss ins Bett gehen."",""corrected"":""Ich muss ins Bett gehen."",""editOps"":[]}"
98,"Danach gehe ich, aber dann merke ich, dass ich meinen Rucksack vergessen habe.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Danach gehe ich, aber dann merke ich, dass ich meinen Rucksack vergessen habe."",""model"":""UNK"",""editXml"":""Danach gehe ich, aber dann merke ich, dass ich meinen Rucksack vergessen habe."",""corrected"":""Danach gehe ich, aber dann merke ich, dass ich meinen Rucksack vergessen habe."",""editOps"":[]}"
99,Ich werde dich heute nichts mehr fragen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich werde dich heute <u title='nicht || nichts'>nichts<\/u> mehr fragen."",""model"":""UNK"",""editXml"":""Ich werde dich heute <DBT TOK='nicht || nichts'>nichts<\/DBT> mehr fragen."",""corrected"":""Ich werde dich heute nichts mehr fragen."",""editOps"":[{""LTID"":"""",""beg"":21,""kind"":""DBT"",""alt"":""nicht || nichts"",""text"":""nichts""}]}"
100,Nächste Woche wird es vielleicht Frost geben.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Nächste Woche wird es vielleicht Frost geben."",""model"":""UNK"",""editXml"":""Nächste Woche wird es vielleicht Frost geben."",""corrected"":""Nächste Woche wird es vielleicht Frost geben."",""editOps"":[]}"
101,"Obwohl er sich entschuldigt hat, bin ich immer noch wütend.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Obwohl er sich entschuldigt hat, bin ich immer noch wütend."",""model"":""UNK"",""editXml"":""Obwohl er sich entschuldigt hat, bin ich immer noch wütend."",""corrected"":""Obwohl er sich entschuldigt hat, bin ich immer noch wütend."",""editOps"":[]}"
102,"Die Polizei wird euch dazu bringen, die Kugeln zu finden.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Die Polizei wird euch dazu bringen, die Kugeln zu finden."",""model"":""UNK"",""editXml"":""Die Polizei wird euch dazu bringen, die Kugeln zu finden."",""corrected"":""Die Polizei wird euch dazu bringen, die Kugeln zu finden."",""editOps"":[]}"
103,"Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten."",""model"":""UNK"",""editXml"":""Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten."",""corrected"":""Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten."",""editOps"":[]}"
104,Das war nicht meine Absicht.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Das war nicht meine Absicht."",""model"":""UNK"",""editXml"":""Das war nicht meine Absicht."",""corrected"":""Das war nicht meine Absicht."",""editOps"":[]}"
105,Danke für Ihre Erklärung.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Danke für Ihre Erklärung."",""model"":""UNK"",""editXml"":""Danke für Ihre Erklärung."",""corrected"":""Danke für Ihre Erklärung."",""editOps"":[]}"
106,Theoretisch mache ich gerade Mathe.,"{""explainHtml"":""<p  class='LT2'><b>Mathe<\/b> : 'Mathe' ist umgangssprachlich.<br\/>→ <span class='LTsuggest'>Mathematik<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Mathe<\/b> : 'Mathe' ist umgangssprachlich.<br\/>→ <span class='LTsuggest'>Mathematik<\/span><\/p>\n"",""correctedHtml"":""Theoretisch mache ich gerade <u title='Matte || Mathe'><u class='LT2'>Mathe<\/u><\/u>."",""model"":""UNK"",""editXml"":""Theoretisch mache ich gerade <DBT TOK='Matte || Mathe'><DBT RID='LT2'>Mathe<\/DBT><\/DBT>."",""corrected"":""Theoretisch mache ich gerade Mathe."",""editOps"":[{""LTID"":""LT2"",""beg"":29,""kind"":""DBT"",""alt"":"""",""text"":""Mathe""},{""LTID"":"""",""beg"":29,""kind"":""DBT"",""alt"":""Matte || Mathe"",""text"":""Mathe""}]}"
107,"Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt."",""model"":""UNK"",""editXml"":""Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt."",""corrected"":""Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt."",""editOps"":[]}"
108,"Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Tag<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen."",""model"":""UNK"",""editXml"":""Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen."",""corrected"":""Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen."",""editOps"":[]}"
109,"Ich weiß nicht, was du meinst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich weiß nicht, was du meinst."",""model"":""UNK"",""editXml"":""Ich weiß nicht, was du meinst."",""corrected"":""Ich weiß nicht, was du meinst."",""editOps"":[]}"
110,Mein Computer muss mir zu etwas nützen.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Computer<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Mein Computer muss mir zu etwas nützen."",""model"":""UNK"",""editXml"":""Mein Computer muss mir zu etwas nützen."",""corrected"":""Mein Computer muss mir zu etwas nützen."",""editOps"":[]}"
111,Du wolltest mit mir über Freiheit sprechen?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du wolltest mit mir über Freiheit sprechen?"",""model"":""UNK"",""editXml"":""Du wolltest mit mir über Freiheit sprechen?"",""corrected"":""Du wolltest mit mir über Freiheit sprechen?"",""editOps"":[]}"
112,"Oh, jetzt ist es wirklich verwirrend...","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>jetzt<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Oh, jetzt ist es wirklich verwirrend..."",""model"":""UNK"",""editXml"":""Oh, jetzt ist es wirklich verwirrend..."",""corrected"":""Oh, jetzt ist es wirklich verwirrend..."",""editOps"":[]}"
113,"Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe."",""model"":""UNK"",""editXml"":""Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe."",""corrected"":""Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe."",""editOps"":[]}"
114,Man kann nicht alles von den Schulen erwarten.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Man kann nicht alles von den Schulen erwarten."",""model"":""UNK"",""editXml"":""Man kann nicht alles von den Schulen erwarten."",""corrected"":""Man kann nicht alles von den Schulen erwarten."",""editOps"":[]}"
115,"Es gibt viele Wörter, die ich nicht verstehe.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es gibt viele Wörter, die ich nicht verstehe."",""model"":""UNK"",""editXml"":""Es gibt viele Wörter, die ich nicht verstehe."",""corrected"":""Es gibt viele Wörter, die ich nicht verstehe."",""editOps"":[]}"
