,Input,Output,Response
122,"Fisch und Fleisch sind beide nahrhaft, aber Letzteres ist teurer als Ersteres.","Fisch und Fleisch sind beide nahrhaft, aber letzteres ist teurer als Ersteres.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Fisch und Fleisch sind beide nahrhaft, aber <b title='Letzteres'>letzteres<\/b> ist teurer als <u title='ersteres || ersteren'>Ersteres<\/u>."",""model"":""UNK"",""editXml"":""Fisch und Fleisch sind beide nahrhaft, aber <REP TOK='letzteres'>Letzteres<\/REP> ist teurer als <DBT TOK='ersteres || ersteren'>Ersteres<\/DBT>."",""corrected"":""Fisch und Fleisch sind beide nahrhaft, aber letzteres ist teurer als Ersteres."",""editOps"":[{""LTID"":"""",""beg"":44,""kind"":""REP"",""alt"":""letzteres"",""text"":""Letzteres""},{""LTID"":"""",""beg"":69,""kind"":""DBT"",""alt"":""ersteres || ersteren"",""text"":""Ersteres""}]}"
123,Wir machen aus Milch Käse und Butter.,"Wir machen aus Milch, Käse und Butter.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir machen aus Milch<b>,<\/b> Käse und Butter."",""model"":""UNK"",""editXml"":""Wir machen aus Milch<INS TOK=''\/> Käse und Butter."",""corrected"":""Wir machen aus Milch, Käse und Butter."",""editOps"":[]}"
124,Kühe sind den Hindus heilig.,Kühe sind dem Hindus heilig.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Kühe sind <b title='den'>dem<\/b> Hindus heilig."",""model"":""UNK"",""editXml"":""Kühe sind <REP TOK='dem'>den<\/REP> Hindus heilig."",""corrected"":""Kühe sind dem Hindus heilig."",""editOps"":[{""LTID"":"""",""beg"":10,""kind"":""REP"",""alt"":""dem"",""text"":""den""}]}"
125,Spann die Ochsen vor den Pflug.,Spann die Ochsen vor dem Pflug.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Spann die Ochsen vor <b title='den'>dem<\/b> Pflug."",""model"":""UNK"",""editXml"":""Spann die Ochsen vor <REP TOK='dem'>den<\/REP> Pflug."",""corrected"":""Spann die Ochsen vor dem Pflug."",""editOps"":[{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""dem"",""text"":""den""}]}"
126,Beeil dich oder es fängt an zu regnen.,"Beeil dich, oder es fängt an zu regnen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Beeil dich<b>,<\/b> oder es fängt an zu regnen."",""model"":""UNK"",""editXml"":""Beeil dich<INS TOK=''\/> oder es fängt an zu regnen."",""corrected"":""Beeil dich, oder es fängt an zu regnen."",""editOps"":[]}"
127,Wird Herr Oka Englisch unterrichten?,Wird er Oka Englisch unterrichten?,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Oka, Englisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Wird <b title='Herr'>er<\/b> Oka Englisch unterrichten?"",""model"":""UNK"",""editXml"":""Wird <REP TOK='er'>Herr<\/REP> Oka Englisch unterrichten?"",""corrected"":""Wird er Oka Englisch unterrichten?"",""editOps"":[{""LTID"":"""",""beg"":5,""kind"":""REP"",""alt"":""er"",""text"":""Herr""}]}"
128,"Nachdem ich den Hügel hinaufgerannt war, war ich völlig außer Atem.","Nachdem ich dem Hügel hinaufgerannt war, war ich völlig außer Atem.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Nachdem ich <b title='den'>dem<\/b> Hügel hinaufgerannt war, war ich völlig außer Atem."",""model"":""UNK"",""editXml"":""Nachdem ich <REP TOK='dem'>den<\/REP> Hügel hinaufgerannt war, war ich völlig außer Atem."",""corrected"":""Nachdem ich dem Hügel hinaufgerannt war, war ich völlig außer Atem."",""editOps"":[{""LTID"":"""",""beg"":12,""kind"":""REP"",""alt"":""dem"",""text"":""den""}]}"
129,Paradoxerweise hat er Recht.,Paradoxerweise hat er recht.,"{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Paradoxerweise hat er <b title='Recht'><u class='LT2'>recht<\/u><\/b>."",""model"":""UNK"",""editXml"":""Paradoxerweise hat er <REP TOK='recht'><DBT RID='LT2'>Recht<\/DBT><\/REP>."",""corrected"":""Paradoxerweise hat er recht."",""editOps"":[{""LTID"":""LT2"",""beg"":22,""kind"":""DBT"",""alt"":"""",""text"":""Recht""},{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""recht"",""text"":""Recht""}]}"
130,Das ist kaum der Diskussion wert.,Das ist kaum die Diskussion wert.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Das ist kaum <b title='der'>die<\/b> Diskussion wert."",""model"":""UNK"",""editXml"":""Das ist kaum <REP TOK='die'>der<\/REP> Diskussion wert."",""corrected"":""Das ist kaum die Diskussion wert."",""editOps"":[{""LTID"":"""",""beg"":13,""kind"":""REP"",""alt"":""die"",""text"":""der""}]}"
131,Das Parlament hat seinen Ursprung im England des 14. Jahrhunderts.,Das Parlament hat seinen Ursprung in England des 14. Jahrhunderts.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Parlament, England<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Das Parlament hat seinen Ursprung <b title='im'>in<\/b> England des 14. Jahrhunderts."",""model"":""UNK"",""editXml"":""Das Parlament hat seinen Ursprung <REP TOK='in'>im<\/REP> England des 14. Jahrhunderts."",""corrected"":""Das Parlament hat seinen Ursprung in England des 14. Jahrhunderts."",""editOps"":[{""LTID"":"""",""beg"":34,""kind"":""REP"",""alt"":""in"",""text"":""im""}]}"
132,"Wir brechen auf, sobald Sie fertig sind.","Wir brechen auf, sobald sie fertig sind.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir brechen auf, sobald <b title='Sie'>sie<\/b> fertig sind."",""model"":""UNK"",""editXml"":""Wir brechen auf, sobald <REP TOK='sie'>Sie<\/REP> fertig sind."",""corrected"":""Wir brechen auf, sobald sie fertig sind."",""editOps"":[{""LTID"":"""",""beg"":24,""kind"":""REP"",""alt"":""sie"",""text"":""Sie""}]}"
133,Ein eigenartiges Gefühl übermannte mich.,Ein eigenartiges Gefühl übermahnte mich.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ein eigenartiges Gefühl <b title='übermannte'>übermahnte<\/b> mich."",""model"":""UNK"",""editXml"":""Ein eigenartiges Gefühl <REP TOK='übermahnte'>übermannte<\/REP> mich."",""corrected"":""Ein eigenartiges Gefühl übermahnte mich."",""editOps"":[{""LTID"":"""",""beg"":24,""kind"":""REP"",""alt"":""übermahnte"",""text"":""übermannte""}]}"
134,Krempel die Ärmel hoch und pack an.,"Krempel, die Ärmel hoch und pack an.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Krempel<b>,<\/b> die Ärmel hoch und pack an."",""model"":""UNK"",""editXml"":""Krempel<INS TOK=''\/> die Ärmel hoch und pack an."",""corrected"":""Krempel, die Ärmel hoch und pack an."",""editOps"":[]}"
135,Bei niedrigen Temperaturen wird Wasser zu Eis.,Bei niedrigen Temperaturen wird Wasser zu heiß.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bei niedrigen Temperaturen wird Wasser zu <b title='Eis'>heiß<\/b>."",""model"":""UNK"",""editXml"":""Bei niedrigen Temperaturen wird Wasser zu <REP TOK='heiß'>Eis<\/REP>."",""corrected"":""Bei niedrigen Temperaturen wird Wasser zu heiß."",""editOps"":[{""LTID"":"""",""beg"":42,""kind"":""REP"",""alt"":""heiß'"",""text"":""Eis""}]}"
136,"Schalt' den Fernseher aus, ich kann mich nicht konzentrieren.","Schalt 'den Fernseher aus, ich kann mich nicht konzentrieren.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Schalt<b> <\/b>'<img src='BugSmall.png' class='smallbug'  title=' '\/>den Fernseher aus, ich kann mich nicht konzentrieren."",""model"":""UNK"",""editXml"":""Schalt<INS TOK=' '\/>'<DEL TOK=''> <\/DEL>den Fernseher aus, ich kann mich nicht konzentrieren."",""corrected"":""Schalt 'den Fernseher aus, ich kann mich nicht konzentrieren."",""editOps"":[{""LTID"":"""",""beg"":7,""kind"":""DEL"",""alt"":"""",""text"":"" ""}]}"
137,Können Sie mir ihre Rückfahrkarte zeigen?,Können Sie mir Ihre Rückfahrkarte zeigen?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Können Sie mir <b title='ihre'>Ihre<\/b> Rückfahrkarte zeigen?"",""model"":""UNK"",""editXml"":""Können Sie mir <REP TOK='Ihre'>ihre<\/REP> Rückfahrkarte zeigen?"",""corrected"":""Können Sie mir Ihre Rückfahrkarte zeigen?"",""editOps"":[{""LTID"":"""",""beg"":15,""kind"":""REP"",""alt"":""Ihre"",""text"":""ihre""}]}"
138,Drücke diesen Knopf um die Maschine in Gang zu setzen.,"Drücke diesen Knopf, um die Maschine in Gang zu setzen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Drücke diesen Knopf<b>,<\/b> um die Maschine in Gang zu setzen."",""model"":""UNK"",""editXml"":""Drücke diesen Knopf<INS TOK=','\/> um die Maschine in Gang zu setzen."",""corrected"":""Drücke diesen Knopf, um die Maschine in Gang zu setzen."",""editOps"":[]}"
139,Drücken Sie diesen Knopf um die Maschine in Gang zu setzen.,"Drücken Sie diesen Knopf, um die Maschine in Gang zu setzen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Drücken Sie diesen Knopf<b>,<\/b> um die Maschine in Gang zu setzen."",""model"":""UNK"",""editXml"":""Drücken Sie diesen Knopf<INS TOK=','\/> um die Maschine in Gang zu setzen."",""corrected"":""Drücken Sie diesen Knopf, um die Maschine in Gang zu setzen."",""editOps"":[]}"
140,Du solltest den Film sehen wenn du Gelegenheit dazu hast.,"Du solltest den Film sehen, wenn du Gelegenheit dazu hast.","{""explainHtml"":""<p  class='LT2'><b> wenn<\/b> : Der von 'wenn' eingeleitete Nebensatz muss in der Regel mit einem Komma vom Hauptsatz getrennt werden.<br\/>→ <span class='LTsuggest'>, wenn<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b> wenn<\/b> : Der von 'wenn' eingeleitete Nebensatz muss in der Regel mit einem Komma vom Hauptsatz getrennt werden.<br\/>→ <span class='LTsuggest'>, wenn<\/span><\/p>\n"",""correctedHtml"":""Du solltest den Film sehen<b>,<\/b> <u class='LT2'>wenn<\/u> du Gelegenheit dazu hast."",""model"":""UNK"",""editXml"":""Du solltest den Film sehen<INS TOK=','\/> <DBT RID='LT2'>wenn<\/DBT> du Gelegenheit dazu hast."",""corrected"":""Du solltest den Film sehen, wenn du Gelegenheit dazu hast."",""editOps"":[{""LTID"":""LT2"",""beg"":27,""kind"":""DBT"",""alt"":"""",""text"":""wenn""}]}"
141,"Irren ist menschlich, Vergeben göttlich.","Iren ist menschlich, vergeben göttlich.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""<b title='Irren'>Iren<\/b> ist menschlich, <b title='Vergeben'>vergeben<\/b> göttlich."",""model"":""UNK"",""editXml"":""<REP TOK='Iren'>Irren<\/REP> ist menschlich, <REP TOK='vergeben'>Vergeben<\/REP> göttlich."",""corrected"":""Iren ist menschlich, vergeben göttlich."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""REP"",""alt"":""Iren"",""text"":""Irren""},{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""vergeben"",""text"":""Vergeben""}]}"
142,Um es kurz zu machen: ich bin nicht einverstanden.,Um es kurz zu machen: Ich bin nicht einverstanden.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Um es kurz zu machen: <b title='ich'>Ich<\/b> bin nicht einverstanden."",""model"":""UNK"",""editXml"":""Um es kurz zu machen: <REP TOK='Ich'>ich<\/REP> bin nicht einverstanden."",""corrected"":""Um es kurz zu machen: Ich bin nicht einverstanden."",""editOps"":[{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""Ich"",""text"":""ich""}]}"
143,Ich kann Süßem nicht wiederstehen.,Ich kann Süßem nicht widerstehen.,"{""explainHtml"":""<p  class='LT2'><b>wiederstehen<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>widerstehen<\/span>, <span class='LTsuggest'>wieder stehen<\/span>, <span class='LTsuggest'>wieder Stehen<\/span>, <span class='LTsuggest'>wiedersehen<\/span>, <span class='LTsuggest'>Mieterstehen<\/span>, <span class='LTsuggest'>widerstehend<\/span>, <span class='LTsuggest'>weiterziehen<\/span>, <span class='LTsuggest'>Leiterstehen<\/span>, <span class='LTsuggest'>wiedersehend<\/span>, <span class='LTsuggest'>wiederzusehen<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Süßem<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>wiederstehen<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>widerstehen<\/span>, <span class='LTsuggest'>wieder stehen<\/span>, <span class='LTsuggest'>wieder Stehen<\/span>, <span class='LTsuggest'>wiedersehen<\/span>, <span class='LTsuggest'>Mieterstehen<\/span>, <span class='LTsuggest'>widerstehend<\/span>, <span class='LTsuggest'>weiterziehen<\/span>, <span class='LTsuggest'>Leiterstehen<\/span>, <span class='LTsuggest'>wiedersehend<\/span>, <span class='LTsuggest'>wiederzusehen<\/span><\/p>\n"",""correctedHtml"":""Ich kann <u title='süßen || süß'>Süßem<\/u> nicht <b title='wiederstehen'><i class='LT2'>widerstehen<\/i><\/b>."",""model"":""UNK"",""editXml"":""Ich kann <DBT TOK='süßen || süß'>Süßem<\/DBT> nicht <REP TOK='widerstehen'><UNK RID='LT2'>wiederstehen<\/UNK><\/REP>."",""corrected"":""Ich kann Süßem nicht widerstehen."",""editOps"":[{""LTID"":"""",""beg"":9,""kind"":""DBT"",""alt"":""süßen || süß'>"",""text"":""Süßem""},{""LTID"":""LT2"",""beg"":21,""kind"":""UNK"",""alt"":"""",""text"":""wiederstehen""},{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""widerstehen"",""text"":""wiederstehen""}]}"
144,Ich möchte zahlen bitte.,"Ich möchte zahlen, bitte.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich möchte zahlen<b>,<\/b> bitte."",""model"":""UNK"",""editXml"":""Ich möchte zahlen<INS TOK=','\/> bitte."",""corrected"":""Ich möchte zahlen, bitte."",""editOps"":[]}"
145,Meine Zähne klapperten vor Kälte.,Meine Zähne klappern vor Kälte.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Zähne<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Meine Zähne <b title='klapperten'>klappern<\/b> vor Kälte."",""model"":""UNK"",""editXml"":""Meine Zähne <REP TOK='klappern'>klapperten<\/REP> vor Kälte."",""corrected"":""Meine Zähne klappern vor Kälte."",""editOps"":[{""LTID"":"""",""beg"":12,""kind"":""REP"",""alt"":""klappern"",""text"":""klapperten""}]}"
146,"Es ist schwierig, an kalten Morgen aufzuwachen.","Es ist schwierig, am kalten Morgen aufzuwachen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es ist schwierig, <b title='an'>am<\/b> kalten Morgen aufzuwachen."",""model"":""UNK"",""editXml"":""Es ist schwierig, <REP TOK='am'>an<\/REP> kalten Morgen aufzuwachen."",""corrected"":""Es ist schwierig, am kalten Morgen aufzuwachen."",""editOps"":[{""LTID"":"""",""beg"":18,""kind"":""REP"",""alt"":""am"",""text"":""an""}]}"
147,Es ist absurd das Studentenleben mit Nichtstun zu verbringen.,"Es ist absurd, das Studentenleben mit Nichtstun zu verbringen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Nichtstun<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Es ist absurd<b>,<\/b> das Studentenleben mit Nichtstun zu verbringen."",""model"":""UNK"",""editXml"":""Es ist absurd<INS TOK=','\/> das Studentenleben mit Nichtstun zu verbringen."",""corrected"":""Es ist absurd, das Studentenleben mit Nichtstun zu verbringen."",""editOps"":[]}"
148,Ich war sehr an klassischer Musik interessiert in meiner Schulzeit.,"Ich war sehr an klassischer Musik interessiert, in meiner Schulzeit.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich war sehr an klassischer Musik interessiert<b>,<\/b> in meiner Schulzeit."",""model"":""UNK"",""editXml"":""Ich war sehr an klassischer Musik interessiert<INS TOK=''\/> in meiner Schulzeit."",""corrected"":""Ich war sehr an klassischer Musik interessiert, in meiner Schulzeit."",""editOps"":[]}"
149,Es war von Vorteil während meiner Schulzeit Chinesisch gelernt zu haben.,"Es war von Vorteil, während meiner Schulzeit Chinesisch gelernt zu haben.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Chinesisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Es war von Vorteil<b>,<\/b> während meiner Schulzeit Chinesisch gelernt zu haben."",""model"":""UNK"",""editXml"":""Es war von Vorteil<INS TOK=''\/> während meiner Schulzeit Chinesisch gelernt zu haben."",""corrected"":""Es war von Vorteil, während meiner Schulzeit Chinesisch gelernt zu haben."",""editOps"":[]}"
150,Lies so viele Bücher wie Du kannst solange Du Student bist.,"Lies so viele Bücher wie Du kannst, solange Du Student bist.","{""explainHtml"":""<p  class='LT2'><b>kannst solange<\/b> : Meinten Sie \""so lange\"" oder fehlt vielleicht ein Komma vor der Konjunktion 'solange'?<br\/>→ <span class='LTsuggest'>kannst so lange<\/span>, <span class='LTsuggest'>kannst, solange<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Du<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>kannst solange<\/b> : Meinten Sie \""so lange\"" oder fehlt vielleicht ein Komma vor der Konjunktion 'solange'?<br\/>→ <span class='LTsuggest'>kannst so lange<\/span>, <span class='LTsuggest'>kannst, solange<\/span><\/p>\n"",""correctedHtml"":""Lies so viele Bücher wie <u title='du'>Du<\/u> <u class='LT2'>kannst<\/u><b>,<\/b> <u class='LT2'>solange<\/u> <u title='du'>Du<\/u> Student bist."",""model"":""UNK"",""editXml"":""Lies so viele Bücher wie <DBT TOK='du'>Du<\/DBT> <DBT RID='LT2'>kannst<\/DBT><INS TOK=','\/> <DBT RID='LT2'>solange<\/DBT> <DBT TOK='du'>Du<\/DBT> Student bist."",""corrected"":""Lies so viele Bücher wie Du kannst, solange Du Student bist."",""editOps"":[{""LTID"":"""",""beg"":25,""kind"":""DBT"",""alt"":""du"",""text"":""Du""},{""LTID"":""LT2"",""beg"":28,""kind"":""DBT"",""alt"":"""",""text"":""kannst""},{""LTID"":""LT2"",""beg"":35,""kind"":""DBT"",""alt"":"""",""text"":""solange""},{""LTID"":"""",""beg"":43,""kind"":""DBT"",""alt"":""du"",""text"":""Du""}]}"
151,Eine Mehrheit der Studenten hasst Geschichte.,Eine Mehrheit der Studenten hat Geschichte.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Eine Mehrheit der Studenten <b title='hasst'>hat<\/b> Geschichte."",""model"":""UNK"",""editXml"":""Eine Mehrheit der Studenten <REP TOK='hat'>hasst<\/REP> Geschichte."",""corrected"":""Eine Mehrheit der Studenten hat Geschichte."",""editOps"":[{""LTID"":"""",""beg"":28,""kind"":""REP"",""alt"":""hat"",""text"":""hasst""}]}"
152,"Im Allgemeinen hat sie recht mit dem, was sie sagt.","Im Allgemeinen hat sie Recht mit dem, was sie sagt.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Allgemeinen<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Im Allgemeinen hat sie <b title='recht'>Recht<\/b> mit dem, was sie sagt."",""model"":""UNK"",""editXml"":""Im Allgemeinen hat sie <REP TOK='Recht'>recht<\/REP> mit dem, was sie sagt."",""corrected"":""Im Allgemeinen hat sie Recht mit dem, was sie sagt."",""editOps"":[{""LTID"":"""",""beg"":23,""kind"":""REP"",""alt"":""Recht"",""text"":""recht""}]}"
153,"Halte die Hand vor den Mund, wenn du hustest, niest oder gähnst.","Halte die Hand vor den Mund, wenn du hustest, niest oder g채hnst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Halte die Hand vor den Mund, wenn du hustest, niest oder <u title='genst || gehst'>g채hnst<\/u>."",""model"":""UNK"",""editXml"":""Halte die Hand vor den Mund, wenn du hustest, niest oder <DBT TOK='genst || gehst'>g채hnst<\/DBT>."",""corrected"":""Halte die Hand vor den Mund, wenn du hustest, niest oder g채hnst."",""editOps"":[{""LTID"":"""",""beg"":57,""kind"":""DBT"",""alt"":""genst || gehst"",""text"":""g채hnst""}]}"
154,Kämme deine Haare bevor du ausgehst.,"Kenne deine Haare, bevor du ausgehst.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>deine, Haare<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""<b title='Kämme'>Kenne<\/b> deine Haare<b>,<\/b> bevor du ausgehst."",""model"":""UNK"",""editXml"":""<REP TOK='Kenne'>Kämme<\/REP> deine Haare<INS TOK=','\/> bevor du ausgehst."",""corrected"":""Kenne deine Haare, bevor du ausgehst."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""REP"",""alt"":""Kenne"",""text"":""Kämme""}]}"
155,Für Ausländer ist es nicht einfach japanisch zu lernen.,Für Ausländer ist es nicht einfach Japanisch zu lernen.,"{""explainHtml"":""<p  class='LT2'><b>japanisch<\/b> : Meinten Sie <b>Japanisch<\/b> (im Sinne von 'japanische Sprache')?<br\/>→ <span class='LTsuggest'>Japanisch<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>japanisch<\/b> : Meinten Sie <b>Japanisch<\/b> (im Sinne von 'japanische Sprache')?<br\/>→ <span class='LTsuggest'>Japanisch<\/span><\/p>\n"",""correctedHtml"":""Für Ausländer ist es nicht einfach<b title=' japanisch'> <u class='LT2'>Japanisch<\/u><\/b> zu lernen."",""model"":""UNK"",""editXml"":""Für Ausländer ist es nicht einfach<REP TOK=' Japanisch'> <DBT RID='LT2'>japanisch<\/DBT><\/REP> zu lernen."",""corrected"":""Für Ausländer ist es nicht einfach Japanisch zu lernen."",""editOps"":[{""LTID"":""LT2"",""beg"":35,""kind"":""DBT"",""alt"":"""",""text"":""japanisch""},{""LTID"":"""",""beg"":34,""kind"":""REP"",""alt"":"" Japanisch"",""text"":"" japanisch""}]}"
156,Seinem Aussehen nach zu urteilen ist er krank.,"Seinem Aussehen nach zu urteilen, ist er krank.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Seinem Aussehen nach zu urteilen<b>,<\/b> ist er krank."",""model"":""UNK"",""editXml"":""Seinem Aussehen nach zu urteilen<INS TOK=''\/> ist er krank."",""corrected"":""Seinem Aussehen nach zu urteilen, ist er krank."",""editOps"":[]}"
157,Der Chirurg entfernte dem Patienten den Blinddarm.,Der Chirurg entfernte den Patienten den Blinddarm.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Der Chirurg entfernte <b title='dem'>den<\/b> Patienten den Blinddarm."",""model"":""UNK"",""editXml"":""Der Chirurg entfernte <REP TOK='den'>dem<\/REP> Patienten den Blinddarm."",""corrected"":""Der Chirurg entfernte den Patienten den Blinddarm."",""editOps"":[{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""den"",""text"":""dem""}]}"
158,Bitte seid alle ruhig.,"Bitte, seid alle ruhig.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bitte<b>,<\/b> seid alle ruhig."",""model"":""UNK"",""editXml"":""Bitte<INS TOK=''\/> seid alle ruhig."",""corrected"":""Bitte, seid alle ruhig."",""editOps"":[]}"
159,"Das Treffen ist Zeitverschwendung. Jeder ergeht sich nur in nebulösem, theoretischem Kauderwelsch.","Das Treffen ist Zeitverschwendung. Jeder ärgert sich nur im nebulösen, theoretischen Kauderwelsch.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Das Treffen ist Zeitverschwendung. Jeder <b title='ergeht'>ärgert<\/b> sich nur <b title='in nebulösem'>im nebulösen<\/b>, <b title='theoretischem'>theoretischen<\/b> Kauderwelsch."",""model"":""UNK"",""editXml"":""Das Treffen ist Zeitverschwendung. Jeder <REP TOK='ärgert'>ergeht<\/REP> sich nur <REP TOK='im nebulösen'>in nebulösem<\/REP>, <REP TOK='theoretischen'>theoretischem<\/REP> Kauderwelsch."",""corrected"":""Das Treffen ist Zeitverschwendung. Jeder ärgert sich nur im nebulösen, theoretischen Kauderwelsch."",""editOps"":[{""LTID"":"""",""beg"":41,""kind"":""REP"",""alt"":""ärgert"",""text"":""ergeht""},{""LTID"":"""",""beg"":57,""kind"":""REP"",""alt"":""im nebulösen"",""text"":""in nebulösem""},{""LTID"":"""",""beg"":71,""kind"":""REP"",""alt"":""theoretischen"",""text"":""theoretischem""}]}"
160,Ich hatte die Möglichkeit ins Ausland zu reisen.,"Ich hatte die Möglichkeit, ins Ausland zu reisen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich hatte die Möglichkeit<b>,<\/b> ins Ausland zu reisen."",""model"":""UNK"",""editXml"":""Ich hatte die Möglichkeit<INS TOK=''\/> ins Ausland zu reisen."",""corrected"":""Ich hatte die Möglichkeit, ins Ausland zu reisen."",""editOps"":[]}"
161,Wann haben sie die Namen der Mitglieder registriert?,Wann haben Sie die Namen der Mitglieder registriert?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wann haben <b title='sie'>Sie<\/b> die Namen der Mitglieder registriert?"",""model"":""UNK"",""editXml"":""Wann haben <REP TOK='Sie'>sie<\/REP> die Namen der Mitglieder registriert?"",""corrected"":""Wann haben Sie die Namen der Mitglieder registriert?"",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
162,"Immer wenn sie sich treffen, streiten sie sich.","Immer wenn Sie sich treffen, streiten Sie sich.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Immer wenn <b title='sie'>Sie<\/b> sich treffen, streiten <b title='sie'>Sie<\/b> sich."",""model"":""UNK"",""editXml"":""Immer wenn <REP TOK='Sie'>sie<\/REP> sich treffen, streiten <REP TOK='Sie'>sie<\/REP> sich."",""corrected"":""Immer wenn Sie sich treffen, streiten Sie sich."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""},{""LTID"":"""",""beg"":38,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
